id,poll_id,question_id,option_id,count,percentage,denominator,deminator_estimate,done_by,notes
median_2015-01-21_volebni_model_psp_1_kscm,median_2015-01-21,volebni_model_psp_1,kscm,NA,0.12,NA,1046,Kamil Gregor,
median_2015-01-21_volebni_model_psp_1_top09,median_2015-01-21,volebni_model_psp_1,top09,NA,0.115,NA,1046,Kamil Gregor,
median_2015-01-21_volebni_model_psp_1_ods,median_2015-01-21,volebni_model_psp_1,ods,NA,0.085,NA,1046,Kamil Gregor,
median_2015-01-21_volebni_model_psp_1_kducsl,median_2015-01-21,volebni_model_psp_1,kducsl,NA,0.065,NA,1046,Kamil Gregor,
median_2015-01-21_volebni_model_psp_1_usvit,median_2015-01-21,volebni_model_psp_1,usvit,NA,0.06,NA,1046,Kamil Gregor,
median_2015-01-21_volebni_model_psp_1_sz,median_2015-01-21,volebni_model_psp_1,sz,NA,0.035,NA,1046,Kamil Gregor,
median_2015-01-21_volebni_model_psp_1_pirati,median_2015-01-21,volebni_model_psp_1,pirati,NA,0.03,NA,1046,Kamil Gregor,
median_2015-01-21_volebni_model_psp_1_svobodni,median_2015-01-21,volebni_model_psp_1,svobodni,NA,0.02,NA,1046,Kamil Gregor,
median_2015-01-21_volebni_model_psp_1_ostatni,median_2015-01-21,volebni_model_psp_1,ostatni,NA,0.025,NA,1046,Kamil Gregor,
median_2015-02-21_volebni_ucast_psp_2_rozhodneano,median_2015-02-21,volebni_ucast_psp_2,rozhodneano,NA,0.4,1090,NA,Kamil Gregor,
median_2015-02-21_volebni_ucast_psp_2_spiseano,median_2015-02-21,volebni_ucast_psp_2,spiseano,NA,0.18,1090,NA,Kamil Gregor,
median_2015-02-21_volebni_ucast_psp_2_spisene,median_2015-02-21,volebni_ucast_psp_2,spisene,NA,0.07,1090,NA,Kamil Gregor,
median_2015-02-21_volebni_ucast_psp_2_rozhodnene,median_2015-02-21,volebni_ucast_psp_2,rozhodnene,NA,0.35,1090,NA,Kamil Gregor,
median_2015-02-21_volebni_model_psp_1_ano,median_2015-02-21,volebni_model_psp_1,ano,NA,0.245,NA,1090,Kamil Gregor,
median_2015-02-21_volebni_model_psp_1_cssd,median_2015-02-21,volebni_model_psp_1,cssd,NA,0.2,NA,1090,Kamil Gregor,
median_2015-02-21_volebni_model_psp_1_kscm,median_2015-02-21,volebni_model_psp_1,kscm,NA,0.15,NA,1090,Kamil Gregor,
median_2015-02-21_volebni_model_psp_1_top09,median_2015-02-21,volebni_model_psp_1,top09,NA,0.12,NA,1090,Kamil Gregor,
median_2015-02-21_volebni_model_psp_1_ods,median_2015-02-21,volebni_model_psp_1,ods,NA,0.08,NA,1090,Kamil Gregor,
median_2015-02-21_volebni_model_psp_1_kducsl,median_2015-02-21,volebni_model_psp_1,kducsl,NA,0.06,NA,1090,Kamil Gregor,
median_2015-02-21_volebni_model_psp_1_usvit,median_2015-02-21,volebni_model_psp_1,usvit,NA,0.05,NA,1090,Kamil Gregor,
median_2015-02-21_volebni_model_psp_1_sz,median_2015-02-21,volebni_model_psp_1,sz,NA,0.03,NA,1090,Kamil Gregor,
median_2015-02-21_volebni_model_psp_1_pirati,median_2015-02-21,volebni_model_psp_1,pirati,NA,0.025,NA,1090,Kamil Gregor,
median_2015-02-21_volebni_model_psp_1_svobodni,median_2015-02-21,volebni_model_psp_1,svobodni,NA,0.025,NA,1090,Kamil Gregor,
median_2015-02-21_volebni_model_psp_1_ostatni,median_2015-02-21,volebni_model_psp_1,ostatni,NA,0.015,NA,1090,Kamil Gregor,
median_2015-03-23_volebni_ucast_psp_2_rozhodneano,median_2015-03-23,volebni_ucast_psp_2,rozhodneano,NA,0.41,1029,NA,Kamil Gregor,
median_2015-03-23_volebni_ucast_psp_2_spiseano,median_2015-03-23,volebni_ucast_psp_2,spiseano,NA,0.16,1029,NA,Kamil Gregor,
median_2015-03-23_volebni_ucast_psp_2_spisene,median_2015-03-23,volebni_ucast_psp_2,spisene,NA,0.07,1029,NA,Kamil Gregor,
median_2015-03-23_volebni_ucast_psp_2_rozhodnene,median_2015-03-23,volebni_ucast_psp_2,rozhodnene,NA,0.36,1029,NA,Kamil Gregor,
median_2015-03-23_volebni_model_psp_1_ano,median_2015-03-23,volebni_model_psp_1,ano,NA,0.215,NA,1029,Kamil Gregor,
median_2015-03-23_volebni_model_psp_1_cssd,median_2015-03-23,volebni_model_psp_1,cssd,NA,0.215,NA,1029,Kamil Gregor,
median_2015-03-23_volebni_model_psp_1_kscm,median_2015-03-23,volebni_model_psp_1,kscm,NA,0.15,NA,1029,Kamil Gregor,
median_2015-03-23_volebni_model_psp_1_top09,median_2015-03-23,volebni_model_psp_1,top09,NA,0.105,NA,1029,Kamil Gregor,
median_2015-03-23_volebni_model_psp_1_ods,median_2015-03-23,volebni_model_psp_1,ods,NA,0.08,NA,1029,Kamil Gregor,
median_2015-03-23_volebni_model_psp_1_kducsl,median_2015-03-23,volebni_model_psp_1,kducsl,NA,0.06,NA,1029,Kamil Gregor,
median_2015-03-23_volebni_model_psp_1_usvit,median_2015-03-23,volebni_model_psp_1,usvit,NA,0.045,NA,1029,Kamil Gregor,
median_2015-03-23_volebni_model_psp_1_sz,median_2015-03-23,volebni_model_psp_1,sz,NA,0.04,NA,1029,Kamil Gregor,
median_2015-03-23_volebni_model_psp_1_pirati,median_2015-03-23,volebni_model_psp_1,pirati,NA,0.035,NA,1029,Kamil Gregor,
median_2015-03-23_volebni_model_psp_1_svobodni,median_2015-03-23,volebni_model_psp_1,svobodni,NA,0.025,NA,1029,Kamil Gregor,
median_2015-03-23_volebni_model_psp_1_ostatni,median_2015-03-23,volebni_model_psp_1,ostatni,NA,0.03,NA,1029,Kamil Gregor,
median_2015-04-20_volebni_ucast_psp_2_rozhodneano,median_2015-04-20,volebni_ucast_psp_2,rozhodneano,NA,0.45,1006,NA,Kamil Gregor,
median_2015-04-20_volebni_ucast_psp_2_spiseano,median_2015-04-20,volebni_ucast_psp_2,spiseano,NA,0.145,1006,NA,Kamil Gregor,
median_2015-04-20_volebni_ucast_psp_2_spisene,median_2015-04-20,volebni_ucast_psp_2,spisene,NA,0.055,1006,NA,Kamil Gregor,
median_2015-04-20_volebni_ucast_psp_2_rozhodnene,median_2015-04-20,volebni_ucast_psp_2,rozhodnene,NA,0.35,1006,NA,Kamil Gregor,
median_2015-04-20_volebni_model_psp_1_ano,median_2015-04-20,volebni_model_psp_1,ano,NA,0.245,NA,1006,Kamil Gregor,
median_2015-04-20_volebni_model_psp_1_cssd,median_2015-04-20,volebni_model_psp_1,cssd,NA,0.22,NA,1006,Kamil Gregor,
median_2015-04-20_volebni_model_psp_1_kscm,median_2015-04-20,volebni_model_psp_1,kscm,NA,0.145,NA,1006,Kamil Gregor,
median_2015-04-20_volebni_model_psp_1_top09,median_2015-04-20,volebni_model_psp_1,top09,NA,0.11,NA,1006,Kamil Gregor,
median_2015-04-20_volebni_model_psp_1_ods,median_2015-04-20,volebni_model_psp_1,ods,NA,0.085,NA,1006,Kamil Gregor,
median_2015-04-20_volebni_model_psp_1_kducsl,median_2015-04-20,volebni_model_psp_1,kducsl,NA,0.065,NA,1006,Kamil Gregor,
median_2015-04-20_volebni_model_psp_1_usvit,median_2015-04-20,volebni_model_psp_1,usvit,NA,0.025,NA,1006,Kamil Gregor,
median_2015-04-20_volebni_model_psp_1_sz,median_2015-04-20,volebni_model_psp_1,sz,NA,0.035,NA,1006,Kamil Gregor,
median_2015-04-20_volebni_model_psp_1_pirati,median_2015-04-20,volebni_model_psp_1,pirati,NA,0.03,NA,1006,Kamil Gregor,
median_2015-04-20_volebni_model_psp_1_svobodni,median_2015-04-20,volebni_model_psp_1,svobodni,NA,0.025,NA,1006,Kamil Gregor,
median_2015-04-20_volebni_model_psp_1_ostatni,median_2015-04-20,volebni_model_psp_1,ostatni,NA,0.015,NA,1006,Kamil Gregor,
median_2015-05-20_volebni_ucast_psp_2_rozhodneano,median_2015-05-20,volebni_ucast_psp_2,rozhodneano,NA,0.45,1006,NA,Kamil Gregor,
median_2015-05-20_volebni_ucast_psp_2_spiseano,median_2015-05-20,volebni_ucast_psp_2,spiseano,NA,0.135,1006,NA,Kamil Gregor,
median_2015-05-20_volebni_ucast_psp_2_spisene,median_2015-05-20,volebni_ucast_psp_2,spisene,NA,0.05,1006,NA,Kamil Gregor,
median_2015-05-20_volebni_ucast_psp_2_rozhodnene,median_2015-05-20,volebni_ucast_psp_2,rozhodnene,NA,0.365,1006,NA,Kamil Gregor,
median_2015-05-20_volebni_model_psp_1_ano,median_2015-05-20,volebni_model_psp_1,ano,NA,0.225,NA,1006,Kamil Gregor,
median_2015-05-20_volebni_model_psp_1_cssd,median_2015-05-20,volebni_model_psp_1,cssd,NA,0.22,NA,1006,Kamil Gregor,
median_2015-05-20_volebni_model_psp_1_kscm,median_2015-05-20,volebni_model_psp_1,kscm,NA,0.145,NA,1006,Kamil Gregor,
median_2015-05-20_volebni_model_psp_1_top09,median_2015-05-20,volebni_model_psp_1,top09,NA,0.11,NA,1006,Kamil Gregor,
median_2015-05-20_volebni_model_psp_1_ods,median_2015-05-20,volebni_model_psp_1,ods,NA,0.09,NA,1006,Kamil Gregor,
median_2015-05-20_volebni_model_psp_1_kducsl,median_2015-05-20,volebni_model_psp_1,kducsl,NA,0.08,NA,1006,Kamil Gregor,
median_2015-05-20_volebni_model_psp_1_usvit,median_2015-05-20,volebni_model_psp_1,usvit,NA,0.02,NA,1006,Kamil Gregor,
median_2015-05-20_volebni_model_psp_1_sz,median_2015-05-20,volebni_model_psp_1,sz,NA,0.02,NA,1006,Kamil Gregor,
median_2015-05-20_volebni_model_psp_1_pirati,median_2015-05-20,volebni_model_psp_1,pirati,NA,0.04,NA,1006,Kamil Gregor,
median_2015-05-20_volebni_model_psp_1_svobodni,median_2015-05-20,volebni_model_psp_1,svobodni,NA,0.015,NA,1006,Kamil Gregor,
median_2015-05-20_volebni_model_psp_1_ostatni,median_2015-05-20,volebni_model_psp_1,ostatni,NA,0.015,NA,1006,Kamil Gregor,
median_2015-06-21_volebni_ucast_psp_2_rozhodneano,median_2015-06-21,volebni_ucast_psp_2,rozhodneano,NA,0.42,1003,NA,Kamil Gregor,
median_2015-06-21_volebni_ucast_psp_2_spiseano,median_2015-06-21,volebni_ucast_psp_2,spiseano,NA,0.16,1003,NA,Kamil Gregor,
median_2015-06-21_volebni_ucast_psp_2_spisene,median_2015-06-21,volebni_ucast_psp_2,spisene,NA,0.06,1003,NA,Kamil Gregor,
median_2015-06-21_volebni_ucast_psp_2_rozhodnene,median_2015-06-21,volebni_ucast_psp_2,rozhodnene,NA,0.36,1003,NA,Kamil Gregor,
median_2015-06-21_volebni_model_psp_1_ano,median_2015-06-21,volebni_model_psp_1,ano,NA,0.25,NA,1003,Kamil Gregor,
median_2015-06-21_volebni_model_psp_1_cssd,median_2015-06-21,volebni_model_psp_1,cssd,NA,0.21,NA,1003,Kamil Gregor,
median_2015-06-21_volebni_model_psp_1_kscm,median_2015-06-21,volebni_model_psp_1,kscm,NA,0.135,NA,1003,Kamil Gregor,
median_2015-06-21_volebni_model_psp_1_top09,median_2015-06-21,volebni_model_psp_1,top09,NA,0.12,NA,1003,Kamil Gregor,
median_2015-06-21_volebni_model_psp_1_ods,median_2015-06-21,volebni_model_psp_1,ods,NA,0.085,NA,1003,Kamil Gregor,
median_2015-06-21_volebni_model_psp_1_kducsl,median_2015-06-21,volebni_model_psp_1,kducsl,NA,0.065,NA,1003,Kamil Gregor,
median_2015-06-21_volebni_model_psp_1_usvit,median_2015-06-21,volebni_model_psp_1,usvit,NA,0.03,NA,1003,Kamil Gregor,
median_2015-06-21_volebni_model_psp_1_sz,median_2015-06-21,volebni_model_psp_1,sz,NA,0.03,NA,1003,Kamil Gregor,
median_2015-06-21_volebni_model_psp_1_pirati,median_2015-06-21,volebni_model_psp_1,pirati,NA,0.035,NA,1003,Kamil Gregor,
median_2015-06-21_volebni_model_psp_1_svobodni,median_2015-06-21,volebni_model_psp_1,svobodni,NA,0.025,NA,1003,Kamil Gregor,
median_2015-06-21_volebni_model_psp_1_ostatni,median_2015-06-21,volebni_model_psp_1,ostatni,NA,0.015,NA,1003,Kamil Gregor,
median_2015-08-20_volebni_ucast_psp_2_rozhodneano,median_2015-08-20,volebni_ucast_psp_2,rozhodneano,NA,0.42,1005,NA,Kamil Gregor,
median_2015-08-20_volebni_ucast_psp_2_spiseano,median_2015-08-20,volebni_ucast_psp_2,spiseano,NA,0.16,1005,NA,Kamil Gregor,
median_2015-08-20_volebni_ucast_psp_2_spisene,median_2015-08-20,volebni_ucast_psp_2,spisene,NA,0.09,1005,NA,Kamil Gregor,
median_2015-08-20_volebni_ucast_psp_2_rozhodnene,median_2015-08-20,volebni_ucast_psp_2,rozhodnene,NA,0.33,1005,NA,Kamil Gregor,
median_2015-08-20_volebni_model_psp_1_ano,median_2015-08-20,volebni_model_psp_1,ano,NA,0.27,NA,1005,Kamil Gregor,
median_2015-08-20_volebni_model_psp_1_cssd,median_2015-08-20,volebni_model_psp_1,cssd,NA,0.215,NA,1005,Kamil Gregor,
median_2015-08-20_volebni_model_psp_1_kscm,median_2015-08-20,volebni_model_psp_1,kscm,NA,0.135,NA,1005,Kamil Gregor,
median_2015-08-20_volebni_model_psp_1_top09,median_2015-08-20,volebni_model_psp_1,top09,NA,0.11,NA,1005,Kamil Gregor,
median_2015-08-20_volebni_model_psp_1_ods,median_2015-08-20,volebni_model_psp_1,ods,NA,0.08,NA,1005,Kamil Gregor,
median_2015-08-20_volebni_model_psp_1_kducsl,median_2015-08-20,volebni_model_psp_1,kducsl,NA,0.065,NA,1005,Kamil Gregor,
median_2015-08-20_volebni_model_psp_1_usvit,median_2015-08-20,volebni_model_psp_1,usvit,NA,0.02,NA,1005,Kamil Gregor,
median_2015-08-20_volebni_model_psp_1_sz,median_2015-08-20,volebni_model_psp_1,sz,NA,0.03,NA,1005,Kamil Gregor,
median_2015-08-20_volebni_model_psp_1_pirati,median_2015-08-20,volebni_model_psp_1,pirati,NA,0.025,NA,1005,Kamil Gregor,
median_2015-08-20_volebni_model_psp_1_ostatni,median_2015-08-20,volebni_model_psp_1,ostatni,NA,0.05,NA,1005,Kamil Gregor,
median_2015-09-21_volebni_ucast_psp_2_rozhodneano,median_2015-09-21,volebni_ucast_psp_2,rozhodneano,NA,0.44,1050,NA,Kamil Gregor,
median_2015-09-21_volebni_ucast_psp_2_spiseano,median_2015-09-21,volebni_ucast_psp_2,spiseano,NA,0.16,1050,NA,Kamil Gregor,
median_2015-09-21_volebni_ucast_psp_2_spisene,median_2015-09-21,volebni_ucast_psp_2,spisene,NA,0.06,1050,NA,Kamil Gregor,
median_2015-09-21_volebni_ucast_psp_2_rozhodnene,median_2015-09-21,volebni_ucast_psp_2,rozhodnene,NA,0.34,1050,NA,Kamil Gregor,
median_2015-09-21_volebni_model_psp_1_ano,median_2015-09-21,volebni_model_psp_1,ano,NA,0.235,NA,1050,Kamil Gregor,
median_2015-09-21_volebni_model_psp_1_cssd,median_2015-09-21,volebni_model_psp_1,cssd,NA,0.21,NA,1050,Kamil Gregor,
median_2015-09-21_volebni_model_psp_1_kscm,median_2015-09-21,volebni_model_psp_1,kscm,NA,0.14,NA,1050,Kamil Gregor,
median_2015-09-21_volebni_model_psp_1_top09,median_2015-09-21,volebni_model_psp_1,top09,NA,0.115,NA,1050,Kamil Gregor,
median_2015-09-21_volebni_model_psp_1_ods,median_2015-09-21,volebni_model_psp_1,ods,NA,0.085,NA,1050,Kamil Gregor,
median_2015-09-21_volebni_model_psp_1_kducsl,median_2015-09-21,volebni_model_psp_1,kducsl,NA,0.06,NA,1050,Kamil Gregor,
median_2015-09-21_volebni_model_psp_1_spd,median_2015-09-21,volebni_model_psp_1,spd,NA,0.03,NA,1050,Kamil Gregor,
median_2015-09-21_volebni_model_psp_1_usvit,median_2015-09-21,volebni_model_psp_1,usvit,NA,0.025,NA,1050,Kamil Gregor,
median_2015-09-21_volebni_model_psp_1_sz,median_2015-09-21,volebni_model_psp_1,sz,NA,0.025,NA,1050,Kamil Gregor,
median_2015-09-21_volebni_model_psp_1_pirati,median_2015-09-21,volebni_model_psp_1,pirati,NA,0.025,NA,1050,Kamil Gregor,
median_2015-09-21_volebni_model_psp_1_ostatni,median_2015-09-21,volebni_model_psp_1,ostatni,NA,0.05,NA,1050,Kamil Gregor,
median_2015-10-20_volebni_ucast_psp_2_rozhodneano,median_2015-10-20,volebni_ucast_psp_2,rozhodneano,NA,0.45,1015,NA,Kamil Gregor,
median_2015-10-20_volebni_ucast_psp_2_spiseano,median_2015-10-20,volebni_ucast_psp_2,spiseano,NA,0.14,1015,NA,Kamil Gregor,
median_2015-10-20_volebni_ucast_psp_2_spisene,median_2015-10-20,volebni_ucast_psp_2,spisene,NA,0.06,1015,NA,Kamil Gregor,
median_2015-10-20_volebni_ucast_psp_2_rozhodnene,median_2015-10-20,volebni_ucast_psp_2,rozhodnene,NA,0.35,1015,NA,Kamil Gregor,
median_2015-10-20_volebni_model_psp_1_ano,median_2015-10-20,volebni_model_psp_1,ano,NA,0.23,NA,1015,Kamil Gregor,
median_2015-10-20_volebni_model_psp_1_cssd,median_2015-10-20,volebni_model_psp_1,cssd,NA,0.22,NA,1015,Kamil Gregor,
median_2015-10-20_volebni_model_psp_1_kscm,median_2015-10-20,volebni_model_psp_1,kscm,NA,0.135,NA,1015,Kamil Gregor,
median_2015-10-20_volebni_model_psp_1_top09,median_2015-10-20,volebni_model_psp_1,top09,NA,0.11,NA,1015,Kamil Gregor,
median_2015-10-20_volebni_model_psp_1_ods,median_2015-10-20,volebni_model_psp_1,ods,NA,0.09,NA,1015,Kamil Gregor,
median_2015-10-20_volebni_model_psp_1_kducsl,median_2015-10-20,volebni_model_psp_1,kducsl,NA,0.07,NA,1015,Kamil Gregor,
median_2015-10-20_volebni_model_psp_1_spd,median_2015-10-20,volebni_model_psp_1,spd,NA,0.025,NA,1015,Kamil Gregor,
median_2015-10-20_volebni_model_psp_1_usvit,median_2015-10-20,volebni_model_psp_1,usvit,NA,0.025,NA,1015,Kamil Gregor,
median_2015-10-20_volebni_model_psp_1_sz,median_2015-10-20,volebni_model_psp_1,sz,NA,0.03,NA,1015,Kamil Gregor,
median_2015-10-20_volebni_model_psp_1_pirati,median_2015-10-20,volebni_model_psp_1,pirati,NA,0.025,NA,1015,Kamil Gregor,
median_2015-10-20_volebni_model_psp_1_ostatni,median_2015-10-20,volebni_model_psp_1,ostatni,NA,0.04,NA,1015,Kamil Gregor,
median_2015-11-19_volebni_ucast_psp_2_rozhodneano,median_2015-11-19,volebni_ucast_psp_2,rozhodneano,NA,0.45,1485,NA,Kamil Gregor,
median_2015-11-19_volebni_ucast_psp_2_spiseano,median_2015-11-19,volebni_ucast_psp_2,spiseano,NA,0.17,1485,NA,Kamil Gregor,
median_2015-11-19_volebni_ucast_psp_2_spisene,median_2015-11-19,volebni_ucast_psp_2,spisene,NA,0.06,1485,NA,Kamil Gregor,
median_2015-11-19_volebni_ucast_psp_2_rozhodnene,median_2015-11-19,volebni_ucast_psp_2,rozhodnene,NA,0.32,1485,NA,Kamil Gregor,
median_2015-11-19_volebni_model_psp_1_ano,median_2015-11-19,volebni_model_psp_1,ano,NA,0.235,NA,1485,Kamil Gregor,
median_2015-11-19_volebni_model_psp_1_cssd,median_2015-11-19,volebni_model_psp_1,cssd,NA,0.22,NA,1485,Kamil Gregor,
median_2015-11-19_volebni_model_psp_1_kscm,median_2015-11-19,volebni_model_psp_1,kscm,NA,0.125,NA,1485,Kamil Gregor,
median_2015-11-19_volebni_model_psp_1_top09,median_2015-11-19,volebni_model_psp_1,top09,NA,0.1,NA,1485,Kamil Gregor,
median_2015-11-19_volebni_model_psp_1_ods,median_2015-11-19,volebni_model_psp_1,ods,NA,0.09,NA,1485,Kamil Gregor,
median_2015-11-19_volebni_model_psp_1_kducsl,median_2015-11-19,volebni_model_psp_1,kducsl,NA,0.075,NA,1485,Kamil Gregor,
median_2015-11-19_volebni_model_psp_1_spd,median_2015-11-19,volebni_model_psp_1,spd,NA,0.02,NA,1485,Kamil Gregor,
median_2015-11-19_volebni_model_psp_1_usvit,median_2015-11-19,volebni_model_psp_1,usvit,NA,0.03,NA,1485,Kamil Gregor,
median_2015-11-19_volebni_model_psp_1_sz,median_2015-11-19,volebni_model_psp_1,sz,NA,0.035,NA,1485,Kamil Gregor,
median_2015-11-19_volebni_model_psp_1_pirati,median_2015-11-19,volebni_model_psp_1,pirati,NA,0.03,NA,1485,Kamil Gregor,
median_2015-11-19_volebni_model_psp_1_ostatni,median_2015-11-19,volebni_model_psp_1,ostatni,NA,0.04,NA,1485,Kamil Gregor,
median_2016-01-26_volebni_ucast_psp_2_rozhodneano,median_2016-01-26,volebni_ucast_psp_2,rozhodneano,NA,0.46,1126,NA,Kamil Gregor,
median_2016-01-26_volebni_ucast_psp_2_spiseano,median_2016-01-26,volebni_ucast_psp_2,spiseano,NA,0.155,1126,NA,Kamil Gregor,
median_2016-01-26_volebni_ucast_psp_2_spisene,median_2016-01-26,volebni_ucast_psp_2,spisene,NA,0.065,1126,NA,Kamil Gregor,
median_2016-01-26_volebni_ucast_psp_2_rozhodnene,median_2016-01-26,volebni_ucast_psp_2,rozhodnene,NA,0.315,1126,NA,Kamil Gregor,
median_2016-01-26_volebni_model_psp_1_ano,median_2016-01-26,volebni_model_psp_1,ano,NA,0.24,NA,1126,Kamil Gregor,
median_2016-01-26_volebni_model_psp_1_cssd,median_2016-01-26,volebni_model_psp_1,cssd,NA,0.23,NA,1126,Kamil Gregor,
median_2016-01-26_volebni_model_psp_1_kscm,median_2016-01-26,volebni_model_psp_1,kscm,NA,0.13,NA,1126,Kamil Gregor,
median_2016-01-26_volebni_model_psp_1_top09,median_2016-01-26,volebni_model_psp_1,top09,NA,0.095,NA,1126,Kamil Gregor,
median_2016-01-26_volebni_model_psp_1_ods,median_2016-01-26,volebni_model_psp_1,ods,NA,0.095,NA,1126,Kamil Gregor,
median_2016-01-26_volebni_model_psp_1_kducsl,median_2016-01-26,volebni_model_psp_1,kducsl,NA,0.07,NA,1126,Kamil Gregor,
median_2016-01-26_volebni_model_psp_1_spd,median_2016-01-26,volebni_model_psp_1,spd,NA,0.025,NA,1126,Kamil Gregor,
median_2016-01-26_volebni_model_psp_1_usvit,median_2016-01-26,volebni_model_psp_1,usvit,NA,0.025,NA,1126,Kamil Gregor,
median_2016-01-26_volebni_model_psp_1_sz,median_2016-01-26,volebni_model_psp_1,sz,NA,0.025,NA,1126,Kamil Gregor,
median_2016-01-26_volebni_model_psp_1_pirati,median_2016-01-26,volebni_model_psp_1,pirati,NA,0.025,NA,1126,Kamil Gregor,
median_2016-01-26_volebni_model_psp_1_ostatni,median_2016-01-26,volebni_model_psp_1,ostatni,NA,0.04,NA,1126,Kamil Gregor,
median_2016-02-17_volebni_ucast_psp_2_rozhodneano,median_2016-02-17,volebni_ucast_psp_2,rozhodneano,NA,0.455,1081,NA,Kamil Gregor,
median_2016-02-17_volebni_ucast_psp_2_spiseano,median_2016-02-17,volebni_ucast_psp_2,spiseano,NA,0.16,1081,NA,Kamil Gregor,
median_2016-02-17_volebni_ucast_psp_2_spisene,median_2016-02-17,volebni_ucast_psp_2,spisene,NA,0.065,1081,NA,Kamil Gregor,
median_2016-02-17_volebni_ucast_psp_2_rozhodnene,median_2016-02-17,volebni_ucast_psp_2,rozhodnene,NA,0.32,1081,NA,Kamil Gregor,
median_2016-02-17_volebni_model_psp_1_ano,median_2016-02-17,volebni_model_psp_1,ano,NA,0.235,NA,1081,Kamil Gregor,
median_2016-02-17_volebni_model_psp_1_cssd,median_2016-02-17,volebni_model_psp_1,cssd,NA,0.205,NA,1081,Kamil Gregor,
median_2016-02-17_volebni_model_psp_1_kscm,median_2016-02-17,volebni_model_psp_1,kscm,NA,0.135,NA,1081,Kamil Gregor,
median_2016-02-17_volebni_model_psp_1_top09,median_2016-02-17,volebni_model_psp_1,top09,NA,0.1,NA,1081,Kamil Gregor,
median_2016-02-17_volebni_model_psp_1_ods,median_2016-02-17,volebni_model_psp_1,ods,NA,0.1,NA,1081,Kamil Gregor,
median_2016-02-17_volebni_model_psp_1_kducsl,median_2016-02-17,volebni_model_psp_1,kducsl,NA,0.065,NA,1081,Kamil Gregor,
median_2016-02-17_volebni_model_psp_1_spd,median_2016-02-17,volebni_model_psp_1,spd,NA,0.025,NA,1081,Kamil Gregor,
median_2016-02-17_volebni_model_psp_1_usvit,median_2016-02-17,volebni_model_psp_1,usvit,NA,0.035,NA,1081,Kamil Gregor,
median_2016-02-17_volebni_model_psp_1_sz,median_2016-02-17,volebni_model_psp_1,sz,NA,0.035,NA,1081,Kamil Gregor,
median_2016-02-17_volebni_model_psp_1_pirati,median_2016-02-17,volebni_model_psp_1,pirati,NA,0.025,NA,1081,Kamil Gregor,
median_2016-02-17_volebni_model_psp_1_ostatni,median_2016-02-17,volebni_model_psp_1,ostatni,NA,0.04,NA,1081,Kamil Gregor,
median_2016-03-18_volebni_ucast_psp_2_rozhodneano,median_2016-03-18,volebni_ucast_psp_2,rozhodneano,NA,0.425,1008,NA,Kamil Gregor,
median_2016-03-18_volebni_ucast_psp_2_spiseano,median_2016-03-18,volebni_ucast_psp_2,spiseano,NA,0.16,1008,NA,Kamil Gregor,
median_2016-03-18_volebni_ucast_psp_2_spisene,median_2016-03-18,volebni_ucast_psp_2,spisene,NA,0.065,1008,NA,Kamil Gregor,
median_2016-03-18_volebni_ucast_psp_2_rozhodnene,median_2016-03-18,volebni_ucast_psp_2,rozhodnene,NA,0.35,1008,NA,Kamil Gregor,
median_2016-03-18_volebni_model_psp_1_ano,median_2016-03-18,volebni_model_psp_1,ano,NA,0.235,NA,1008,Kamil Gregor,
median_2016-03-18_volebni_model_psp_1_cssd,median_2016-03-18,volebni_model_psp_1,cssd,NA,0.215,NA,1008,Kamil Gregor,
median_2016-03-18_volebni_model_psp_1_kscm,median_2016-03-18,volebni_model_psp_1,kscm,NA,0.125,NA,1008,Kamil Gregor,
median_2016-03-18_volebni_model_psp_1_top09,median_2016-03-18,volebni_model_psp_1,top09,NA,0.1,NA,1008,Kamil Gregor,
median_2016-03-18_volebni_model_psp_1_ods,median_2016-03-18,volebni_model_psp_1,ods,NA,0.095,NA,1008,Kamil Gregor,
median_2016-03-18_volebni_model_psp_1_kducsl,median_2016-03-18,volebni_model_psp_1,kducsl,NA,0.08,NA,1008,Kamil Gregor,
median_2016-03-18_volebni_model_psp_1_spd,median_2016-03-18,volebni_model_psp_1,spd,NA,0.02,NA,1008,Kamil Gregor,
median_2016-03-18_volebni_model_psp_1_usvit,median_2016-03-18,volebni_model_psp_1,usvit,NA,0.035,NA,1008,Kamil Gregor,
median_2016-03-18_volebni_model_psp_1_sz,median_2016-03-18,volebni_model_psp_1,sz,NA,0.025,NA,1008,Kamil Gregor,
median_2016-03-18_volebni_model_psp_1_pirati,median_2016-03-18,volebni_model_psp_1,pirati,NA,0.03,NA,1008,Kamil Gregor,
median_2016-03-18_volebni_model_psp_1_ostatni,median_2016-03-18,volebni_model_psp_1,ostatni,NA,0.04,NA,1008,Kamil Gregor,
median_2016-04-19_volebni_ucast_psp_2_rozhodneano,median_2016-04-19,volebni_ucast_psp_2,rozhodneano,NA,0.49,1078,NA,Kamil Gregor,
median_2016-04-19_volebni_ucast_psp_2_spiseano,median_2016-04-19,volebni_ucast_psp_2,spiseano,NA,0.105,1078,NA,Kamil Gregor,
median_2016-04-19_volebni_ucast_psp_2_spisene,median_2016-04-19,volebni_ucast_psp_2,spisene,NA,0.065,1078,NA,Kamil Gregor,
