id,poll_id,question_id,option_id,count,percentage,denominator,deminator_estimate,done_by,notes
cvvm_2013-11-14_volebni_ucast_psp_1_rozhodneano,cvvm_2013-11-14,volebni_ucast_psp_1,rozhodneano,330,0.336,981,NA,Kamil Gregor,
cvvm_2013-11-14_volebni_ucast_psp_1_spiseano,cvvm_2013-11-14,volebni_ucast_psp_1,spiseano,266,0.271,981,NA,Kamil Gregor,
cvvm_2013-11-14_volebni_ucast_psp_1_spisene,cvvm_2013-11-14,volebni_ucast_psp_1,spisene,82,0.084,981,NA,Kamil Gregor,
cvvm_2013-11-14_volebni_ucast_psp_1_rozhodnene,cvvm_2013-11-14,volebni_ucast_psp_1,rozhodnene,214,0.218,981,NA,Kamil Gregor,
cvvm_2013-11-14_volebni_ucast_psp_1_bezprava,cvvm_2013-11-14,volebni_ucast_psp_1,bezprava,40,0.041,981,NA,Kamil Gregor,
cvvm_2013-11-14_volebni_ucast_psp_1_nevi,cvvm_2013-11-14,volebni_ucast_psp_1,nevi,49,0.05,981,NA,Kamil Gregor,
cvvm_2013-11-14_volebni_ucast_psp_1_bezodpovedi,cvvm_2013-11-14,volebni_ucast_psp_1,bezodpovedi,0,0,981,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_cssd,cvvm_2013-11-14,stranicke_preference_psp_1,cssd,161,0.224,720,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_ods,cvvm_2013-11-14,stranicke_preference_psp_1,ods,27,0.038,720,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_kscm,cvvm_2013-11-14,stranicke_preference_psp_1,kscm,115,0.16,720,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_kducsl,cvvm_2013-11-14,stranicke_preference_psp_1,kducsl,43,0.06,720,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_sz,cvvm_2013-11-14,stranicke_preference_psp_1,sz,21,0.029,720,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_top09,cvvm_2013-11-14,stranicke_preference_psp_1,top09,60,0.083,720,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_vv,cvvm_2013-11-14,stranicke_preference_psp_1,vv,0,0,720,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_spo,cvvm_2013-11-14,stranicke_preference_psp_1,spo,2,0.03,720,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_hv,cvvm_2013-11-14,stranicke_preference_psp_1,hv,1,0.01,720,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_ano,cvvm_2013-11-14,stranicke_preference_psp_1,ano,161,0.224,720,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_usvit,cvvm_2013-11-14,stranicke_preference_psp_1,usvit,40,0.056,720,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_zadna,cvvm_2013-11-14,stranicke_preference_psp_1,zadna,4,0.006,720,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_ostatni,cvvm_2013-11-14,stranicke_preference_psp_1,ostatni,7,0.01,720,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_pirati,cvvm_2013-11-14,stranicke_preference_psp_1,pirati,19,0.026,720,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_ostatnivyroky,cvvm_2013-11-14,stranicke_preference_psp_1,ostatnivyroky,4,0.06,720,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_nevi,cvvm_2013-11-14,stranicke_preference_psp_1,nevi,55,0.076,720,NA,Kamil Gregor,
cvvm_2013-11-14_stranicke_preference_psp_1_bezodpovedi,cvvm_2013-11-14,stranicke_preference_psp_1,bezodpovedi,7,NA,NA,NA,Kamil Gregor,
median_2014-03-16_volebni_ucast_psp_2_rozhodneano,median_2014-03-16,volebni_ucast_psp_2,rozhodneano,NA,0.4,1037,NA,Kamil Gregor,
median_2014-03-16_volebni_ucast_psp_2_spiseano,median_2014-03-16,volebni_ucast_psp_2,spiseano,NA,0.175,1037,NA,Kamil Gregor,
median_2014-03-16_volebni_ucast_psp_2_spisene,median_2014-03-16,volebni_ucast_psp_2,spisene,NA,0.08,1037,NA,Kamil Gregor,
median_2014-03-16_volebni_ucast_psp_2_rozhodnene,median_2014-03-16,volebni_ucast_psp_2,rozhodnene,NA,0.345,1037,NA,Kamil Gregor,
median_2014-03-16_volebni_model_psp_1_cssd,median_2014-03-16,volebni_model_psp_1,cssd,NA,0.21,NA,1037,Kamil Gregor,
median_2014-03-16_volebni_model_psp_1_ano,median_2014-03-16,volebni_model_psp_1,ano,NA,0.195,NA,1037,Kamil Gregor,
median_2014-03-16_volebni_model_psp_1_kscm,median_2014-03-16,volebni_model_psp_1,kscm,NA,0.15,NA,1037,Kamil Gregor,
median_2014-03-16_volebni_model_psp_1_top09,median_2014-03-16,volebni_model_psp_1,top09,NA,0.115,NA,1037,Kamil Gregor,
median_2014-03-16_volebni_model_psp_1_ods,median_2014-03-16,volebni_model_psp_1,ods,NA,0.085,NA,1037,Kamil Gregor,
median_2014-03-16_volebni_model_psp_1_kducsl,median_2014-03-16,volebni_model_psp_1,kducsl,NA,0.075,NA,1037,Kamil Gregor,
median_2014-03-16_volebni_model_psp_1_usvit,median_2014-03-16,volebni_model_psp_1,usvit,NA,0.05,NA,1037,Kamil Gregor,
median_2014-03-16_volebni_model_psp_1_pirati,median_2014-03-16,volebni_model_psp_1,pirati,NA,0.035,NA,1037,Kamil Gregor,
median_2014-03-16_volebni_model_psp_1_sz,median_2014-03-16,volebni_model_psp_1,sz,NA,0.03,NA,1037,Kamil Gregor,
median_2014-03-16_volebni_model_psp_1_svobodni,median_2014-03-16,volebni_model_psp_1,svobodni,NA,0.025,NA,1037,Kamil Gregor,
median_2014-03-16_volebni_model_psp_1_ostatni,median_2014-03-16,volebni_model_psp_1,ostatni,NA,0.03,NA,1037,Kamil Gregor,
tns_2016-08-16_volebni_ucast_psp_3_rozhodneano,tns_2016-08-16,volebni_ucast_psp_3,rozhodneano,NA,0.49,1200,NA,Kamil Gregor,
tns_2016-08-16_volebni_ucast_psp_3_spiseano,tns_2016-08-16,volebni_ucast_psp_3,spiseano,NA,0.2,1200,NA,Kamil Gregor,
tns_2016-08-16_volebni_ucast_psp_3_spisene,tns_2016-08-16,volebni_ucast_psp_3,spisene,NA,0.13,1200,NA,Kamil Gregor,
tns_2016-08-16_volebni_ucast_psp_3_rozhodnene,tns_2016-08-16,volebni_ucast_psp_3,rozhodnene,NA,0.17,1200,NA,Kamil Gregor,
tns_2016-08-16_volebni_ucast_psp_3_nevibezodpovedi,tns_2016-08-16,volebni_ucast_psp_3,nevibezodpovedi,NA,0.01,1200,NA,Kamil Gregor,
tns_2016-08-16_volebni_model_psp_1_ano,tns_2016-08-16,volebni_model_psp_1,ano,NA,0.295,841,NA,Kamil Gregor,
tns_2016-08-16_volebni_model_psp_1_cssd,tns_2016-08-16,volebni_model_psp_1,cssd,NA,0.18,841,NA,Kamil Gregor,
tns_2016-08-16_volebni_model_psp_1_kscm,tns_2016-08-16,volebni_model_psp_1,kscm,NA,0.11,841,NA,Kamil Gregor,
tns_2016-08-16_volebni_model_psp_1_ods,tns_2016-08-16,volebni_model_psp_1,ods,NA,0.095,841,NA,Kamil Gregor,
tns_2016-08-16_volebni_model_psp_1_top09,tns_2016-08-16,volebni_model_psp_1,top09,NA,0.065,841,NA,Kamil Gregor,
tns_2016-08-16_volebni_model_psp_1_kducsl,tns_2016-08-16,volebni_model_psp_1,kducsl,NA,0.05,841,NA,Kamil Gregor,
tns_2016-08-16_volebni_model_psp_1_sz,tns_2016-08-16,volebni_model_psp_1,sz,NA,0.035,841,NA,Kamil Gregor,
tns_2016-08-16_volebni_model_psp_1_pirati,tns_2016-08-16,volebni_model_psp_1,pirati,NA,0.035,841,NA,Kamil Gregor,
tns_2016-08-16_volebni_model_psp_1_spd,tns_2016-08-16,volebni_model_psp_1,spd,NA,0.035,841,NA,Kamil Gregor,
tns_2016-08-16_volebni_model_psp_1_usvit,tns_2016-08-16,volebni_model_psp_1,usvit,NA,0.03,841,NA,Kamil Gregor,
tns_2016-08-16_volebni_model_psp_1_ostatni,tns_2016-08-16,volebni_model_psp_1,ostatni,NA,0.07,841,NA,Kamil Gregor,
sanep_2016-08-14_volebni_preference_psp_1_ano,sanep_2016-08-14,volebni_preference_psp_1,ano,NA,0.239,NA,1279,Kamil Gregor,
sanep_2016-08-14_volebni_preference_psp_1_cssd,sanep_2016-08-14,volebni_preference_psp_1,cssd,NA,0.191,NA,1279,Kamil Gregor,
sanep_2016-08-14_volebni_preference_psp_1_kscm,sanep_2016-08-14,volebni_preference_psp_1,kscm,NA,0.134,NA,1279,Kamil Gregor,
sanep_2016-08-14_volebni_preference_psp_1_ods,sanep_2016-08-14,volebni_preference_psp_1,ods,NA,0.112,NA,1279,Kamil Gregor,
sanep_2016-08-14_volebni_preference_psp_1_kducsl,sanep_2016-08-14,volebni_preference_psp_1,kducsl,NA,0.063,NA,1279,Kamil Gregor,
sanep_2016-08-14_volebni_preference_psp_1_top09,sanep_2016-08-14,volebni_preference_psp_1,top09,NA,0.061,NA,1279,Kamil Gregor,
sanep_2016-08-14_volebni_preference_psp_1_spd,sanep_2016-08-14,volebni_preference_psp_1,spd,NA,0.047,NA,1279,Kamil Gregor,
sanep_2016-08-14_volebni_preference_psp_1_svobodni,sanep_2016-08-14,volebni_preference_psp_1,svobodni,NA,0.047,NA,1279,Kamil Gregor,
sanep_2016-08-14_volebni_preference_psp_1_pirati,sanep_2016-08-14,volebni_preference_psp_1,pirati,NA,0.042,NA,1279,Kamil Gregor,
sanep_2016-08-14_volebni_preference_psp_1_usvit,sanep_2016-08-14,volebni_preference_psp_1,usvit,NA,0.014,NA,1279,Kamil Gregor,
sanep_2016-08-14_volebni_preference_psp_1_stan,sanep_2016-08-14,volebni_preference_psp_1,stan,NA,0.005,NA,1279,Kamil Gregor,
sanep_2016-08-14_volebni_preference_psp_1_ostatni,sanep_2016-08-14,volebni_preference_psp_1,ostatni,NA,0.045,NA,1279,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_ano,stem_2016-10-22,stranicke_preference_psp_3,ano,NA,0.25,NA,1054,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_top09,stem_2016-10-22,stranicke_preference_psp_3,top09,NA,0.03,NA,1054,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_top09stan,stem_2016-10-22,stranicke_preference_psp_3,top09stan,NA,0.01,NA,1054,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_stan,stem_2016-10-22,stranicke_preference_psp_3,stan,NA,0.01,NA,1054,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_cssd,stem_2016-10-22,stranicke_preference_psp_3,cssd,NA,0.12,NA,1054,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_kscm,stem_2016-10-22,stranicke_preference_psp_3,kscm,NA,0.12,NA,1054,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_usvit,stem_2016-10-22,stranicke_preference_psp_3,usvit,NA,0.01,NA,1054,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_ods,stem_2016-10-22,stranicke_preference_psp_3,ods,NA,0.06,NA,1054,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_kducsl,stem_2016-10-22,stranicke_preference_psp_3,kducsl,NA,0.04,NA,1054,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_pirati,stem_2016-10-22,stranicke_preference_psp_3,pirati,NA,0.04,NA,1054,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_sz,stem_2016-10-22,stranicke_preference_psp_3,sz,NA,0.02,NA,1054,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_spd,stem_2016-10-22,stranicke_preference_psp_3,spd,NA,0.05,NA,1054,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_svobodni,stem_2016-10-22,stranicke_preference_psp_3,svobodni,NA,0.02,NA,1054,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_dsss,stem_2016-10-22,stranicke_preference_psp_3,dsss,NA,0.01,NA,1054,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_ostatni,stem_2016-10-22,stranicke_preference_psp_3,ostatni,NA,0.02,NA,1054,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_nevi,stem_2016-10-22,stranicke_preference_psp_3,nevi,NA,0.15,NA,1054,Kamil Gregor,
stem_2016-10-22_stranicke_preference_psp_3_zadna,stem_2016-10-22,stranicke_preference_psp_3,zadna,NA,0.06,NA,1054,Kamil Gregor,
stem_2016-10-22_volebni_model_psp_1_ano,stem_2016-10-22,volebni_model_psp_1,ano,NA,0.297,NA,1054,Kamil Gregor,
stem_2016-10-22_volebni_model_psp_1_cssd,stem_2016-10-22,volebni_model_psp_1,cssd,NA,0.144,NA,1054,Kamil Gregor,
stem_2016-10-22_volebni_model_psp_1_kscm,stem_2016-10-22,volebni_model_psp_1,kscm,NA,0.146,NA,1054,Kamil Gregor,
stem_2016-10-22_volebni_model_psp_1_top09,stem_2016-10-22,volebni_model_psp_1,top09,NA,0.071,NA,1054,Kamil Gregor,
stem_2016-10-22_volebni_model_psp_1_ods,stem_2016-10-22,volebni_model_psp_1,ods,NA,0.09,NA,1054,Kamil Gregor,
stem_2016-10-22_volebni_model_psp_1_kducsl,stem_2016-10-22,volebni_model_psp_1,kducsl,NA,0.067,NA,1054,Kamil Gregor,
stem_2016-10-22_volebni_model_psp_1_usvit,stem_2016-10-22,volebni_model_psp_1,usvit,NA,0.018,NA,1054,Kamil Gregor,
stem_2016-10-22_volebni_model_psp_1_pirati,stem_2016-10-22,volebni_model_psp_1,pirati,NA,0.047,NA,1054,Kamil Gregor,
stem_2016-10-22_volebni_model_psp_1_svobodni,stem_2016-10-22,volebni_model_psp_1,svobodni,NA,0.027,NA,1054,Kamil Gregor,
stem_2016-10-22_volebni_model_psp_1_sz,stem_2016-10-22,volebni_model_psp_1,sz,NA,0.017,NA,1054,Kamil Gregor,
stem_2016-10-22_volebni_model_psp_1_dsss,stem_2016-10-22,volebni_model_psp_1,dsss,NA,0.008,NA,1054,Kamil Gregor,
stem_2016-10-22_volebni_model_psp_1_spd,stem_2016-10-22,volebni_model_psp_1,spd,NA,0.052,NA,1054,Kamil Gregor,
stem_2016-10-22_volebni_model_psp_1_ostatni,stem_2016-10-22,volebni_model_psp_1,ostatni,NA,0.016,NA,1054,Kamil Gregor,
phoenix_2016-05-05_stranicke_preference_psp_4_ano,phoenix_2016-05-05,stranicke_preference_psp_4,ano,NA,0.234,NA,1018,Kamil Gregor,
phoenix_2016-05-05_stranicke_preference_psp_4_cssd,phoenix_2016-05-05,stranicke_preference_psp_4,cssd,NA,0.18,NA,1018,Kamil Gregor,
phoenix_2016-05-05_stranicke_preference_psp_4_kscm,phoenix_2016-05-05,stranicke_preference_psp_4,kscm,NA,0.125,NA,1018,Kamil Gregor,
phoenix_2016-05-05_stranicke_preference_psp_4_ods,phoenix_2016-05-05,stranicke_preference_psp_4,ods,NA,0.102,NA,1018,Kamil Gregor,
phoenix_2016-05-05_stranicke_preference_psp_4_nevi,phoenix_2016-05-05,stranicke_preference_psp_4,nevi,NA,0.09,NA,1018,Kamil Gregor,
phoenix_2016-05-05_stranicke_preference_psp_4_kducsl,phoenix_2016-05-05,stranicke_preference_psp_4,kducsl,NA,0.055,NA,1018,Kamil Gregor,
phoenix_2016-05-05_stranicke_preference_psp_4_usvit,phoenix_2016-05-05,stranicke_preference_psp_4,usvit,NA,0.05,NA,1018,Kamil Gregor,
phoenix_2016-05-05_stranicke_preference_psp_4_top09,phoenix_2016-05-05,stranicke_preference_psp_4,top09,NA,0.045,NA,1018,Kamil Gregor,
phoenix_2016-05-05_stranicke_preference_psp_4_ostatni,phoenix_2016-05-05,stranicke_preference_psp_4,ostatni,NA,0.037,NA,1018,Kamil Gregor,
phoenix_2016-05-05_stranicke_preference_psp_4_stan,phoenix_2016-05-05,stranicke_preference_psp_4,stan,NA,0.021,NA,1018,Kamil Gregor,
phoenix_2016-05-05_stranicke_preference_psp_4_pirati,phoenix_2016-05-05,stranicke_preference_psp_4,pirati,NA,0.015,NA,1018,Kamil Gregor,
phoenix_2016-05-05_stranicke_preference_psp_4_svobodni,phoenix_2016-05-05,stranicke_preference_psp_4,svobodni,NA,0.015,NA,1018,Kamil Gregor,
phoenix_2016-05-05_stranicke_preference_psp_4_spd,phoenix_2016-05-05,stranicke_preference_psp_4,spd,NA,0.015,NA,1018,Kamil Gregor,
phoenix_2016-05-05_stranicke_preference_psp_4_sz,phoenix_2016-05-05,stranicke_preference_psp_4,sz,NA,0.014,NA,1018,Kamil Gregor,
ppm_2016-03-23_volebni_model_psp_1_cssd,ppm_2016-03-23,volebni_model_psp_1,cssd,NA,0.2,NA,1016,Kamil Gregor,
ppm_2016-03-23_volebni_model_psp_1_ano,ppm_2016-03-23,volebni_model_psp_1,ano,NA,0.199,NA,1016,Kamil Gregor,
ppm_2016-03-23_volebni_model_psp_1_kscm,ppm_2016-03-23,volebni_model_psp_1,kscm,NA,0.149,NA,1016,Kamil Gregor,
ppm_2016-03-23_volebni_model_psp_1_top09,ppm_2016-03-23,volebni_model_psp_1,top09,NA,0.101,NA,1016,Kamil Gregor,
ppm_2016-03-23_volebni_model_psp_1_kducsl,ppm_2016-03-23,volebni_model_psp_1,kducsl,NA,0.082,NA,1016,Kamil Gregor,
ppm_2016-03-23_volebni_model_psp_1_ods,ppm_2016-03-23,volebni_model_psp_1,ods,NA,0.07,NA,1016,Kamil Gregor,
ppm_2016-03-23_volebni_model_psp_1_spd,ppm_2016-03-23,volebni_model_psp_1,spd,NA,0.049,NA,1016,Kamil Gregor,
ppm_2016-03-23_volebni_model_psp_1_pirati,ppm_2016-03-23,volebni_model_psp_1,pirati,NA,0.048,NA,1016,Kamil Gregor,
ppm_2016-03-23_volebni_model_psp_1_usvit,ppm_2016-03-23,volebni_model_psp_1,usvit,NA,0.031,NA,1016,Kamil Gregor,
ppm_2016-03-23_volebni_model_psp_1_sz,ppm_2016-03-23,volebni_model_psp_1,sz,NA,0.024,NA,1016,Kamil Gregor,
ppm_2016-03-23_volebni_model_psp_1_svobodni,ppm_2016-03-23,volebni_model_psp_1,svobodni,NA,0.013,NA,1016,Kamil Gregor,
ppm_2016-03-23_volebni_model_psp_1_ostatni,ppm_2016-03-23,volebni_model_psp_1,ostatni,NA,0.034,NA,1016,Kamil Gregor,
cvvm_2013-12-05_volebni_ucast_psp_1_rozhodneano,cvvm_2013-12-05,volebni_ucast_psp_1,rozhodneano,257,0.261,985,NA,Kamil Gregor,
cvvm_2013-12-05_volebni_ucast_psp_1_spiseano,cvvm_2013-12-05,volebni_ucast_psp_1,spiseano,309,0.314,985,NA,Kamil Gregor,
cvvm_2013-12-05_volebni_ucast_psp_1_spisene,cvvm_2013-12-05,volebni_ucast_psp_1,spisene,91,0.092,985,NA,Kamil Gregor,
cvvm_2013-12-05_volebni_ucast_psp_1_rozhodnene,cvvm_2013-12-05,volebni_ucast_psp_1,rozhodnene,225,0.228,985,NA,Kamil Gregor,
cvvm_2013-12-05_volebni_ucast_psp_1_bezprava,cvvm_2013-12-05,volebni_ucast_psp_1,bezprava,42,0.043,985,NA,Kamil Gregor,
cvvm_2013-12-05_volebni_ucast_psp_1_nevi,cvvm_2013-12-05,volebni_ucast_psp_1,nevi,61,0.062,985,NA,Kamil Gregor,
cvvm_2013-12-05_volebni_ucast_psp_1_bezodpovedi,cvvm_2013-12-05,volebni_ucast_psp_1,bezodpovedi,2,NA,NA,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_cssd,cvvm_2013-12-05,stranicke_preference_psp_1,cssd,185,0.261,709,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_ods,cvvm_2013-12-05,stranicke_preference_psp_1,ods,36,0.051,709,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_kscm,cvvm_2013-12-05,stranicke_preference_psp_1,kscm,90,0.127,709,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_kducsl,cvvm_2013-12-05,stranicke_preference_psp_1,kducsl,38,0.054,709,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_sz,cvvm_2013-12-05,stranicke_preference_psp_1,sz,14,0.02,709,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_top09,cvvm_2013-12-05,stranicke_preference_psp_1,top09,75,0.106,709,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_vv,cvvm_2013-12-05,stranicke_preference_psp_1,vv,0,0,709,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_spo,cvvm_2013-12-05,stranicke_preference_psp_1,spo,1,0.001,709,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_hv,cvvm_2013-12-05,stranicke_preference_psp_1,hv,0,0,709,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_ano,cvvm_2013-12-05,stranicke_preference_psp_1,ano,157,0.221,709,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_usvit,cvvm_2013-12-05,stranicke_preference_psp_1,usvit,31,0.044,709,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_zadna,cvvm_2013-12-05,stranicke_preference_psp_1,zadna,2,0.003,709,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_ostatni,cvvm_2013-12-05,stranicke_preference_psp_1,ostatni,9,0.013,709,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_pirati,cvvm_2013-12-05,stranicke_preference_psp_1,pirati,14,0.02,709,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_ostatnivyroky,cvvm_2013-12-05,stranicke_preference_psp_1,ostatnivyroky,5,0.007,709,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_nevi,cvvm_2013-12-05,stranicke_preference_psp_1,nevi,52,0.073,709,NA,Kamil Gregor,
cvvm_2013-12-05_stranicke_preference_psp_1_bezodpovedi,cvvm_2013-12-05,stranicke_preference_psp_1,bezodpovedi,9,NA,NA,NA,Kamil Gregor,
cvvm_2014-01-16_volebni_ucast_psp_1_rozhodneano,cvvm_2014-01-16,volebni_ucast_psp_1,rozhodneano,346,0.314,1101,NA,Kamil Gregor,
cvvm_2014-01-16_volebni_ucast_psp_1_spiseano,cvvm_2014-01-16,volebni_ucast_psp_1,spiseano,312,0.283,1101,NA,Kamil Gregor,
cvvm_2014-01-16_volebni_ucast_psp_1_spisene,cvvm_2014-01-16,volebni_ucast_psp_1,spisene,95,0.086,1101,NA,Kamil Gregor,
cvvm_2014-01-16_volebni_ucast_psp_1_rozhodnene,cvvm_2014-01-16,volebni_ucast_psp_1,rozhodnene,249,0.226,1101,NA,Kamil Gregor,
cvvm_2014-01-16_volebni_ucast_psp_1_bezprava,cvvm_2014-01-16,volebni_ucast_psp_1,bezprava,38,0.035,1101,NA,Kamil Gregor,
cvvm_2014-01-16_volebni_ucast_psp_1_nevi,cvvm_2014-01-16,volebni_ucast_psp_1,nevi,61,0.055,1101,NA,Kamil Gregor,
cvvm_2014-01-16_volebni_ucast_psp_1_bezodpovedi,cvvm_2014-01-16,volebni_ucast_psp_1,bezodpovedi,4,NA,NA,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_cssd,cvvm_2014-01-16,stranicke_preference_psp_1,cssd,194,0.243,799,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_ods,cvvm_2014-01-16,stranicke_preference_psp_1,ods,38,0.048,799,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_kscm,cvvm_2014-01-16,stranicke_preference_psp_1,kscm,101,0.126,799,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_kducsl,cvvm_2014-01-16,stranicke_preference_psp_1,kducsl,48,0.06,799,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_sz,cvvm_2014-01-16,stranicke_preference_psp_1,sz,15,0.019,799,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_top09,cvvm_2014-01-16,stranicke_preference_psp_1,top09,81,0.101,799,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_vv,cvvm_2014-01-16,stranicke_preference_psp_1,vv,0,0,799,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_spo,cvvm_2014-01-16,stranicke_preference_psp_1,spo,4,0.005,799,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_hv,cvvm_2014-01-16,stranicke_preference_psp_1,hv,0,0,799,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_ano,cvvm_2014-01-16,stranicke_preference_psp_1,ano,185,0.232,799,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_usvit,cvvm_2014-01-16,stranicke_preference_psp_1,usvit,34,0.043,799,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_zadna,cvvm_2014-01-16,stranicke_preference_psp_1,zadna,4,0.005,799,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_ostatni,cvvm_2014-01-16,stranicke_preference_psp_1,ostatni,8,0.01,799,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_pirati,cvvm_2014-01-16,stranicke_preference_psp_1,pirati,14,0.018,799,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_ostatnivyroky,cvvm_2014-01-16,stranicke_preference_psp_1,ostatnivyroky,9,0.011,799,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_nevi,cvvm_2014-01-16,stranicke_preference_psp_1,nevi,64,0.08,799,NA,Kamil Gregor,
cvvm_2014-01-16_stranicke_preference_psp_1_bezodpovedi,cvvm_2014-01-16,stranicke_preference_psp_1,bezodpovedi,15,NA,NA,NA,Kamil Gregor,
cvvm_2014-02-06_volebni_ucast_psp_1_rozhodneano,cvvm_2014-02-06,volebni_ucast_psp_1,rozhodneano,310,0.287,1079,NA,Kamil Gregor,
cvvm_2014-02-06_volebni_ucast_psp_1_spiseano,cvvm_2014-02-06,volebni_ucast_psp_1,spiseano,370,0.343,1079,NA,Kamil Gregor,
cvvm_2014-02-06_volebni_ucast_psp_1_spisene,cvvm_2014-02-06,volebni_ucast_psp_1,spisene,92,0.085,1079,NA,Kamil Gregor,
cvvm_2014-02-06_volebni_ucast_psp_1_rozhodnene,cvvm_2014-02-06,volebni_ucast_psp_1,rozhodnene,209,0.194,1079,NA,Kamil Gregor,
cvvm_2014-02-06_volebni_ucast_psp_1_bezprava,cvvm_2014-02-06,volebni_ucast_psp_1,bezprava,41,0.038,1079,NA,Kamil Gregor,
cvvm_2014-02-06_volebni_ucast_psp_1_nevi,cvvm_2014-02-06,volebni_ucast_psp_1,nevi,57,0.053,1079,NA,Kamil Gregor,
cvvm_2014-02-06_volebni_ucast_psp_1_bezodpovedi,cvvm_2014-02-06,volebni_ucast_psp_1,bezodpovedi,2,NA,NA,NA,Kamil Gregor,
cvvm_2014-02-06_stranicke_preference_psp_1_cssd,cvvm_2014-02-06,stranicke_preference_psp_1,cssd,206,0.253,814,NA,Kamil Gregor,
